,K,D,D,D
5fdcfeacaffbb17464342433,1_현명한로나#3498,### 3# 직업: 흑마법사# 대전 방식: 정규# 불사조의 해## 2x (0) 시체 되살리기 # 2x (1) 공허방랑자# 2x (1) 사악한 속삭임# 2x (1) 살아 움직이는 빗자루# 1x (1) 영혼의 불꽃# 2x (1) 혼령 간수# 2x (1) 화염 임프# 2x (2) 꿈틀거리는 공포# 2x (2) 수상한 장사꾼# 2x (2) 암흑시선# 1x (2) 칸레타드 에본로크# 2x (3) 만아리 춤꾼# 2x (3) 악동 망령# 2x (4) 밤그늘 대모# 2x (6) 굴단의 손# 2x (8) 살덩이 거인# AAECAaPDAwLOB9a5Aw4wwgj9pAO1uQO2uQPLuQOVzQPXzgPB0QPM0gOT3gOX3gPQ4QPK4wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 2# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 2x (1) 깃펜 장난꾼# 2x (1) 늑대인간 침투요원# 2x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 사악한 일격# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 2x (2) 잿빛혓바닥 학살자# 2x (2) 절개# 1x (3) 곡도# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# AAECAZvDAwL/pQOq0gMOtAHLA8YFiAfiB7m4A7q4A8+5A6rLA5/NA4rUA9XUA/fUA4HkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 3# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 하늘 약탈자# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (8) 그롬마쉬 헬스크림# AAECAZfDAwgc0gLdrQPerQPAuQPjzAOT0AOB5AMLFpAD1ATcqQOktgOrtgO7uQOcuwOR0AP31AO13gMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
5fdcfeacaffbb17464342433,1_Paradox#2914,### #1# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (0) First Day of School# 2x (1) Aldor Attendant# 2x (1) Animated Broomstick# 2x (1) Pen Flinger# 2x (2) Air Raid# 2x (2) Argent Braggart# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 1x (3) Lord Barov# 2x (3) Salhet's Pride# 1x (4) High Abbess Alura# 2x (5) Aldor Truthseeker# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (7) Lady Liadrin# 1x (7) Silas Darkmoon# 2x (9) Libram of Hope# AAECAZ8FBITBA5PQA8PRA8jhAw2VpgOWtgPKuAP9uAPquQPruQPsuQPKwQOVzQOezQOfzQPA0QPg0QMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### #2# Class: Priest# Format: Standard# Year of the Phoenix## 1x (0) Raise Dead # 1x (1) Animated Broomstick# 1x (1) Draconic Studies# 1x (1) Holy Smite# 1x (1) Renew# 1x (1) Wave of Apathy# 1x (2) Acidic Swamp Ooze# 1x (2) Insight# 1x (2) Penance# 1x (2) Sethekk Veilweaver# 1x (2) Shadow Word: Death# 1x (2) Wandmaker# 1x (2) Wild Pyromancer# 1x (2) Zephrys the Great# 1x (3) Apotheosis# 1x (3) Breath of the Infinite# 1x (3) Hysteria# 1x (3) Mindflayer Kaahrj# 1x (3) Mindrender Illucia# 1x (3) Palm Reading# 1x (3) Shadow Madness# 1x (3) Vulpera Scoundrel# 1x (4) Cabal Acolyte# 1x (4) Holy Nova# 1x (4) Wretched Tutor# 1x (5) Cobalt Spellkin# 1x (7) Soul Mirror# 1x (8) Murozond the Infinite# 1x (9) Dragonqueen Alexstrasza# 1x (9) Plague of Death# AAECAa0GHtwBlwLJBooH9gfTCqWhA/yjA5mpA5+pA/KsA4WtA4GxA46xA5GxA5O6A5u6A6+6A8i+A97MA5XNA5zNA8vNA9fOA+PRA/vRA/7RA+LeA/vfA/jjAwAA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### #3# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (1) Armor Vendor# 2x (1) Risky Skipper# 2x (1) Shield Slam# 1x (1) Soulbound Ashtongue# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Zephrys the Great# 1x (3) Ancharrr# 1x (3) Bladestorm# 2x (3) Bloodsworn Mercenary# 1x (3) Bulwark of Azzinoth# 1x (3) Lord Barov# 2x (3) Shield Block# 1x (4) Kargath Bladefist# 2x (4) Sword Eater# 2x (5) Brawl# 2x (5) Cutting Class# 1x (7) Silas Darkmoon# 1x (8) Deathwing Mad Aspect# 1x (9) Rattlegore# AAECAQcK/KMD3q0D360DuLkDvrkD474D+cIDk9ADq9QDyOEDCkuQA6IE1AT/B9ypA6S2A/fUA7XeA5LkAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Ratss#1422,### Aggro Demon Hunter# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Ajudante Motivada# 2x (1) Aprimorante Guardião# 2x (1) Carnífice de Batalha# 2x (1) Exaurir Mana# 2x (1) Iniciado Intrépido# 2x (1) Maga de Batalha Fulgurante# 2x (1) Mascote Demoníaco# 2x (1) Talho Duplo# 2x (2) Asumbra# 2x (2) Brigão Mascaosso# 2x (2) Horror Meneante# 2x (3) Acrobacia# 2x (3) Leitora Voraz# 2x (3) Mordida do Senhor do Medo# 1x (3) Perna de Pau# 1x (6) Crânio de Gul'dan# AAECAea5AwLZxgPP3QMO/acD+a4Di7oD4LwD174D3r4D98gD8skD3MwDgtADxtEDzd0D2d4DyuMDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Weapon Rogue# Classe: Ladino# Formato: Padrão# Ano da Fênix## 2x (1) Espiã-Chefe# 2x (1) Golpe Sinistro# 2x (1) Infiltrador Worgen# 2x (1) Passagem Secreta# 2x (1) Veneno Mortal# 2x (1) Veneno Nitropropulsor# 2x (2) Delinquente Furtiva# 2x (2) Eviscerar# 2x (2) Matadora Grislíngua# 2x (2) Sangue Frio# 2x (3) Cimitarra Curva# 2x (3) Leitora Voraz# 2x (3) Sábia Griscórdio# 2x (4) Escorpídeo Escavador# 2x (5) Cutelaria# AAECAaIHAA+MAssDxgWIB+IH/6UDubgDurgDz7kD2b4DqssDxtEDitQD99QDgeQDAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### Face Hunter# Classe: Caçador# Formato: Padrão# Ano da Fênix## 2x (1) Anão Atirador de Elite# 2x (1) Infestação Adorável# 2x (1) Iniciado Intrépido# 2x (1) Lebrervo# 2x (1) Mascote Demoníaco# 2x (1) Visita Guiada# 2x (2) Armadilha Congelante# 1x (2) Armadilha Explosiva# 2x (2) Espreitador Fásico# 2x (2) Ingenuidade do Saqueador# 1x (2) Tática de Matilha# 2x (2) Vilgorja Aprisionado# 2x (3) Arco Hastáguia# 2x (3) Comando para Matar# 2x (3) Companheiro Animal# 2x (3) Leitora Voraz# AAECAR8CyQSkuQMOqAK1A4cE/gz7rwP8rwOiuQP/ugPczAObzQOizgOC0APG0QO50gMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
5fdcfeacaffbb17464342433,1_nate#14575,### OTK DH# クラス: デーモンハンター# フォーマット: スタンダード# フェニックス年## 2x (1) イセリアル改造屋# 2x (1) イリダン党の予習# 2x (1) フェルスクリームブラスト# 2x (1) フェル学# 2x (1) 真紅の秘印の使い走り# 2x (1) 二段ジャンプ# 1x (2) ブラッドメイジ・サルノス# 2x (2) モアーグの加工師# 2x (2) 火葬のオーラ# 2x (2) 酸性沼ウーズ# 2x (2) 霊視力# 2x (3) 御魂斬り# 2x (3) 魔眼光# 1x (4) イルギノス# 1x (4) 激昂のフェルスクリーマー# 1x (5) 混沌爆発# 2x (6) グルダンの髑髏# AAECAea5AwTtBb27A/fDA9DdAw2KB+C+A+m+A4TDA7rGA8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### moza# クラス: メイジ# フォーマット: スタンダード# フェニックス年## 2x (1) ミラーイメージ# 2x (1) 根源学の予習# 2x (1) 退化の矢# 1x (1) 智慧の宝珠# 2x (1) 凍結光線# 2x (1) 頭を冷やせ！# 2x (1) 魔術のタネ# 2x (1) 魔力の矢# 2x (2) フロストボルト# 2x (2) マナビスケット創造# 2x (2) 一夜漬け# 2x (2) 詠唱者の循環# 2x (2) 魔法使いの弟子# 2x (3) 魔力なる知性# 1x (5) 決闘修士モザキ# 2x (6) ガジェッツァンの競売人# AAECAY0WApLLA4/OAw6rBLQE5gSWBaQHvAifmwP/nQPBuAPgzAPHzgPNzgP30QOF5AMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### アグロ# クラス: ローグ# フォーマット: スタンダード# フェニックス年## 2x (0) 段取り# 2x (1) ウォーゲンのスパイ# 2x (1) スパイミストレス# 2x (1) ニトロブースト毒# 2x (1) ペン投げ野郎# 2x (1) 凶悪なる一撃# 2x (1) 致死毒# 2x (1) 南海の甲板員# 2x (1) 秘密の通路# 2x (2) ペテン# 2x (2) 日陰草の非行生徒# 2x (2) 腹裂き# 2x (3) グレイハート族の賢者# 2x (3) 自己研鑽の剣# 2x (5) 斧刀講# AAECAaIHAA/LA8YF1AWIB+IHhgm5uAPPuQOqywOfzQOK1APV1AP31APn3QOB5AMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ
5fdcfeacaffbb17464342433,1_Zeh#1472,### secret rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Backstab# 2x (0) Preparation# 2x (0) Shadowstep# 2x (1) Blackjack Stunner# 1x (1) Pharaoh Cat# 2x (1) Prize Plunderer# 2x (1) Secret Passage# 2x (1) Wand Thief# 1x (2) Ambush# 2x (2) Dirty Tricks# 2x (2) Foxy Fraud# 1x (2) Plagiarize# 1x (2) Shadowjeweler Hanar# 2x (2) Swindle# 2x (3) EVIL Miscreant# 1x (3) Questing Adventurer# 1x (4) Edwin VanCleef# 1x (5) Jandice Barov# 1x (6) Flik Skyshiv# AAECAaIHCLIClwb1pwPBrgPMuQP7xAPZ0QPl0wMLtAHtAoYJj5cDzrkD0LkDqssDpNED390D590D890DAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Druid# Class: Druid# Format: Standard# Year of the Phoenix## 2x (0) Innervate# 2x (0) Lightning Bloom# 1x (1) Animated Broomstick# 2x (1) Nature Studies# 2x (2) Dreamway Guardians# 2x (2) Guess the Weight# 2x (2) Lunar Eclipse# 2x (2) Solar Eclipse# 2x (3) Fungal Fortunes# 1x (3) Savage Roar# 2x (4) Overgrowth# 2x (4) Soul of the Forest# 2x (5) Aeroponics# 2x (5) Arbor Up# 2x (5) Glowfly Swarm# 2x (6) Runic Carvings# AAECAZICAuYFlc0DDv4B/QLKnAP8rQPlugPougPvugObzgOW0QPw1AOJ4AOK4APR4QOM5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Mage# Class: Mage# Format: Standard# Year of the Phoenix## 1x (1) Devolving Missiles# 2x (1) Elemental Allies# 2x (1) Lab Partner# 2x (1) Magic Trick# 2x (1) Primordial Studies# 2x (1) Ray of Frost# 2x (1) Violet Spellwing# 2x (2) Conjure Mana Biscuit# 2x (2) Cram Session# 1x (2) Evocation# 2x (2) Imprisoned Phoenix# 2x (2) Mana Cyclone# 2x (2) Sorcerer's Apprentice# 1x (3) Chenvaala# 1x (4) Conjurer's Calling# 1x (5) Jandice Barov# 1x (5) Ras Frostwhisper# 2x (8) Mana Giant# AAECAf0EBoOWA/isA8W4A+DMA9DOA9nRAwzmBJ+bA+KbA/+dA/usA/2sA/OvA4XNA83OA/fRA4XkA4fkAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Arrivider4i#2297,### Чистый палад�# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (0) First Day of School# 2x (1) Aldor Attendant# 2x (2) Argent Braggart# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 1x (2) Murgur Murgurgle# 2x (2) Shotbot# 2x (3) Goody Two-Shields# 2x (4) Consecration# 1x (4) High Abbess Alura# 2x (4) Lightforged Zealot# 2x (5) Aldor Truthseeker# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (7) Lady Liadrin# 1x (7) Lightforged Crusader# 2x (9) Libram of Hope# AAECAZ8FBJuuA/y4A4TBA8PRAw3cA5yuA422A8q4A/24A+q5A+u5A+y5A8rBA57NA8DRA8rRA+DRAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Weapon Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Backstab# 2x (1) Deadly Poison# 2x (1) Nitroboost Poison# 2x (1) Secret Passage# 2x (1) Spymistress# 2x (1) Worgen Infiltrator# 2x (2) Eviscerate# 2x (2) Sneaky Delinquent# 2x (3) Greyheart Sage# 2x (3) Self-Sharpening Sword# 2x (3) Vulpera Toxinblade# 2x (4) Dread Corsair# 2x (4) Steeldancer# 2x (5) Cutting Class# 1x (5) Doctor Krastinov# 1x (5) Jandice Barov# AAECAaIHAtnRA6rSAw60AcsD7gaIB+IHubgDz7kDqssDiNADi9ADitQD1dQD99QDgeQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Хайлендер ох�# Class: Hunter# Format: Standard# Year of the Phoenix## 1x (1) Adorable Infestation# 1x (1) Blazing Battlemage# 1x (1) Demon Companion# 1x (1) Dwarven Sharpshooter# 1x (1) Guardian Augmerchant# 1x (1) Intrepid Initiate# 1x (1) Mystery Winner# 1x (1) Tour Guide# 1x (1) Wolpertinger# 1x (2) Acidic Swamp Ooze# 1x (2) Bonechewer Brawler# 1x (2) Freezing Trap# 1x (2) Imprisoned Felmaw# 1x (2) Open the Cages# 1x (2) Pack Tactics# 1x (2) Phase Stalker# 1x (2) Scavenger's Ingenuity# 1x (2) Snake Trap# 1x (2) Wriggling Horror# 1x (2) Zephrys the Great# 1x (3) Animal Companion# 1x (3) Eaglehorn Bow# 1x (3) Inconspicuous Rider# 1x (3) Kill Command# 1x (3) Petting Zoo# 1x (3) Voracious Reader# 1x (4) Dragonbane# 1x (4) Rinling's Rifle# 1x (5) Lorekeeper Polkelt# 1x (8) Dinotamer Brann# AAECAR8eqAK1A8cDhwSKB/4M/KMDpqUD+a4D+68D/K8Dh7ADorkDpLkD/7oD174D3r4D3MwDm80Dos4DgtADxtEDudID9tYD6OED8uED8+EDhOIDj+MDyuMDAAA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Aristippe#2169,### Bredouille# Classe_: Druide# Mode_: Standard# Année du Phénix## 2x (0) Floraison de foudre# 2x (1) Bredouilleur# 2x (1) Études naturelles# 2x (1) Infestation adorable# 2x (1) Renforts sylvestres# 2x (2) Éclipse solaire# 2x (2) Gardiennes du Rêve# 2x (2) Puissance du fauve# 2x (2) Vents ascendants# 2x (3) DES ABEILLES !# 2x (3) Fortune fongique# 2x (3) Rugissement sauvage# 2x (4) Âme de la forêt# 2x (5) Nuée de luisants# 2x (5) Reboisement# AAECAZICAA/9AvcD5gXKnAOvogP/rQP5tQPlugPvugP5zAObzgO50gPw1AOK4AOM5AMA# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.,### Combo# Classe_: Voleur# Mode_: Standard# Année du Phénix## 2x (0) Attaque sournoise# 2x (0) Pas de l’ombre# 2x (0) Préparation# 2x (1) Amasseur de gros lots# 2x (1) Chat du pharaon# 2x (1) Gel mental# 2x (1) Passage secret# 2x (1) Voleuse de baguettes# 2x (2) Arnaque# 2x (2) Escroc rusé# 2x (2) Éviscération# 2x (2) Maître de la frappe tourbillon# 2x (3) Aventurier en pleine quête# 2x (3) Voyou du M.A.L.# 1x (4) Edwin VanCleef# 1x (5) Jandice Barov# AAECAaIHArIC2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.,### Evolve A géants# Classe_: Chaman# Mode_: Standard# Année du Phénix## 2x (0) Floraison de foudre# 2x (1) Balai animé# 1x (1) Horion de terre# 2x (1) Lampe-fange# 2x (1) Révolution# 2x (2) Gardien de match en cage# 2x (2) Ingénieur novice# 1x (3) Instructrice Flammecœur# 2x (3) Lièvre du désert# 2x (3) Maître de la fosse# 2x (4) Corsaire de l’effroi# 2x (4) Pilleuse de trésors# 2x (5) Attraction déraillée# 2x (5) Coup de poing cime-tourbe# 2x (9) Sculpte-chair mogu# 2x (10) Géant des mers# AAECAaoIAv8FnM4DDtMBnALuBsaZA9SlA9ipA+iwA924A5XNA/DUA9zbA6beA6neA6reAwA=# # Pour utiliser ce deck copiez-le dans le presse-papier et créez-en un nouveau dans Hearthstone.
5fdcfeacaffbb17464342433,1_BlueSpartan#1437,AAECAaIHAt0I2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA,AAECAaoIBP8F7a0DnM4Drt4DDe8B4AL5A+AGxpkDtq0D27gDk7kD4cwD8NQDp94DqN4Dqt4DAA==,AAECAf0GAv2kA9a5Aw4wzgfCCLW5A7a5A8u5A5XNA5vNA9fOA8HRA8zSA5PeA9DhA8rjAwA=
5fdcfeacaffbb17464342433,1_topopablo11#1716,### Custom Priest2# Class: Priest# Format: Standard# Year of the Phoenix## 2x (0) Forbidden Words# 2x (1) Draconic Studies# 2x (1) Renew# 2x (1) Wave of Apathy# 2x (2) Insight# 2x (2) Penance# 1x (2) Shadow Word: Death# 2x (2) Thoughtsteal# 2x (3) Breath of the Infinite# 2x (3) Hysteria# 1x (3) Mindrender Illucia# 2x (3) Palm Reading# 2x (4) Holy Nova# 2x (5) Time Rip# 1x (7) Galakrond the Unspeakable# 1x (7) Soul Mirror# 2x (9) Plague of Death# AAECAa0GBNMKyL4DyMAD+9EDDR7JBpibA5mpA5+pA/KsA82vA5O6A97MA8vNA+LeA/vfA/jjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Mage# Class: Mage# Format: Standard# Year of the Phoenix## 2x (1) Arcane Missiles# 2x (1) Brain Freeze# 2x (1) Magic Trick# 2x (1) Mirror Image# 2x (1) Primordial Studies# 2x (1) Ray of Frost# 2x (2) Conjure Mana Biscuit# 2x (2) Cram Session# 2x (2) Frostbolt# 2x (2) Incanter's Flow# 2x (2) Sorcerer's Apprentice# 2x (3) Arcane Intellect# 1x (3) Frost Nova# 2x (4) Water Elemental# 1x (5) Mozaki Master Duelist# 2x (6) Gadgetzan Auctioneer# AAECAf0EAssEkssDDosDqwS0BOYElgWkB7wIn5sD/50DwbgDx84Dzc4D99EDheQDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Paladin# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (0) First Day of School# 2x (1) Aldor Attendant# 2x (2) Hand of A'dal# 2x (2) Libram of Wisdom# 2x (2) Shotbot# 2x (3) Goody Two-Shields# 2x (4) Consecration# 1x (4) High Abbess Alura# 2x (4) Lightforged Zealot# 2x (5) Aldor Truthseeker# 2x (5) Blessing of Authority# 2x (5) Libram of Justice# 2x (6) Devout Pupil# 1x (7) Lady Liadrin# 1x (7) Lightforged Crusader# 1x (8) High Exarch Yrel# 2x (9) Libram of Hope# AAECAZ8FBJuuA4TBA8PRA4jeAw3cA5yuA422A8q4A/24A+q5A+u5A+y5A8rBA57NA7/RA8DRA8rRAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
5fdcfeacaffbb17464342433,1_Carvalho#1712,### Lifesteal Demon Hunter# Classe: Caçador de Demônios# Formato: Padrão# Ano da Fênix## 2x (1) Aprimorante Etéreo# 1x (1) Consumir Magia# 2x (1) Estudos Illidari# 2x (1) Impacto Bradovil# 2x (1) Salto Duplo# 2x (1) Vilosofia# 2x (2) Artífice Mo'arg# 2x (2) Aura de Imolação# 2x (2) Golpe do Caos# 1x (2) Gosma Ácida do Pântano# 1x (2) Mago Sangrento Thalnos# 2x (2) Visão Espectral# 1x (3) Cutilada da Alma# 2x (3) Lâminas de Guerra Aldrachi# 2x (3) Raio Ocular# 1x (4) Bradovil Enraivecida# 1x (4) Il'gynoth# 2x (6) Crânio de Gul'dan# AAECAZvoAwbtBYoHvbsDhMMD1MgD0N0DDIe6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### ETC CONTROL# Classe: Guerreiro# Formato: Padrão# Ano da Fênix## 2x (1) Capitã Temerária# 1x (1) Encantador de Canetas# 2x (1) Escudada# 2x (1) Vassoura Animada# 1x (2) C.T.E. o Deus do Metal# 2x (2) Ferreira de Armaduras# 1x (2) Gosma Ácida do Pântano# 2x (2) Ira de Batalha# 1x (3) Âncora# 2x (3) Capataz Jurassangue# 2x (3) Intendente da MAL# 2x (3) Levantar Escudo# 1x (3) Lorde Barov# 2x (3) Tornado de Aço# 2x (4) Engolidor de Espada# 2x (5) Briga# 2x (5) Cutelaria# 1x (9) Ossorrange# AAECAQcGigferQOfzQOT0AOr1APO3gMMS5ADogTUBP8H3KkD2a0DpLYDuLkDlc0D99QDtd4DAA==# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone,### COME ROGUE# Classe: Druida# Formato: Padrão# Ano da Fênix## 1x (0) Avivar# 2x (0) Broto Relampejante# 2x (1) Estudos da Natureza# 2x (1) Força de Cristal# 2x (2) Cascaferro# 2x (2) Eclipse Lunar# 1x (2) Eclipse Solar# 2x (2) Guarda da Estrada Onírica# 2x (2) Vento Crescente# 2x (3) Feixe do Brejo# 2x (3) Fortuna Fúngica# 2x (3) Rugido Selvagem# 1x (4) Alma da Floresta# 2x (4) Exuberância# 2x (5) Enxame de Moscaluz# 2x (7) Comerciante de Montaria# 1x (7) Transbordo# AAECAZICBP4B/QLbpQOK4AMN5gW5lAPKnAPinwP5tQPlugPougPsugPuugPvugObzgPw1AOJ4AMA# # Para usar este deck copie para a área de transferência e crie um novo deck de Hearthstone
5fdcfeacaffbb17464342433,1_쉐끼이거#3147,### 어그로 주술사# 직업: 주술사# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 1x (1) 대지 충격# 2x (1) 번개 화살# 2x (1) 요동치는 폭풍# 2x (1) 진흙 핥짝이# 2x (2) 대지의 무기# 2x (2) 성실한 모범생# 2x (2) 우리 결투 관리자# 1x (3) 교관 파이어하트# 2x (3) 불뱀 제단 차원문# 2x (3) 용암 폭발# 2x (3) 폭풍의 일격# 2x (4) 격류# 2x (4) 풍덩관# 1x (5) 과부하된 뭉게구름# 2x (5) 둠해머# 1x (5) 이나라 스톰크래시# AAECAZnDAwT/Be2tA5zOA67eAw3vAeAC+QPgBsaZA7atA9u4A5O5A+HMA/DUA6feA6jeA6reAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 무기 도적# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 2x (1) 늑대인간 침투요원# 1x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 약삭빠른 불량아# 2x (2) 절개# 1x (2) 혼절시키기# 2x (3) 불페라 독날# 2x (3) 자동 연마 검# 2x (3) 회색심장 현자# 2x (4) 공포의 해적# 2x (4) 칼날무희# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 1x (5) 잔다이스 바로브# AAECAZvDAwTLA80D2dEDqtIDDbQB7gaIB+IHubgDz7kDqssDiNADi9ADitQD1dQD99QDgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 격노 전사# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 2x (1) 하늘 약탈자# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# AAECAZfDAwYc3q0DwLkD48wDk9ADgeQDDBaQA9QE3KkD3a0DpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,
